Overhead,Command,Object,Symbol,Layer,Layer2,Layer3
0.14%,TASK_RRC_GNB,[kernel.kallsyms],_raw_spin_unlock_irqrestore,RRC,,
0.14%,thread_FH,[kernel.kallsyms],syscall_return_via_sysret,PHY,LOW PHY,
0.14%,TASK_RRC_GNB,nr-softmodem,itti_get_events_locked,RRC,,
0.13%,Tpool1_-1,nr-softmodem,nr_rlc_entity_am_buffer_status,RLC,,
0.13%,Tpool1_-1,nr-softmodem,gNB_I0_measurements,PHY,LOW PHY,
0.13%,Tpool2_-1,nr-softmodem,signal_energy_nodc,PHY,HIGH PHY,
0.13%,feptx,[kernel.kallsyms],native_irq_return_iret,PHY,LOW PHY,
0.12%,feptx,[kernel.kallsyms],syscall_return_via_sysret,PHY,LOW PHY,
0.11%,Tpool2_-1,nr-softmodem,rx_nr_prach,PHY,LOW PHY,
0.11%,feptx,nr-softmodem,PHY_ofdm_mod.part.0,PHY,LOW PHY,
0.11%,feprx,[kernel.kallsyms],do_syscall_64,PHY,LOW PHY,
0.11%,thread_FH,[kernel.kallsyms],cpupri_set,PHY,LOW PHY,
0.10%,thread_FH,[kernel.kallsyms],tcp_recvmsg,PHY,LOW PHY,
0.10%,Tpool0_-1,nr-softmodem,rx_nr_prach,PHY,LOW PHY,
0.10%,thread_FH,[kernel.kallsyms],_raw_spin_lock,PHY,LOW PHY,
0.09%,feptx,libpthread-2.27.so,pthread_cond_wait@@GLIBC_2.3.2,PHY,LOW PHY,
0.09%,feptx,[kernel.kallsyms],__sched_text_start,PHY,LOW PHY,
0.08%,Tpool1_-1,nr-softmodem,fill_ul_rb_mask,PHY,HIGH PHY,
0.08%,thread_FH,[kernel.kallsyms],ep_send_events_proc,PHY,LOW PHY,
0.07%,thread_FH,[kernel.kallsyms],_raw_spin_lock_irqsave,PHY,LOW PHY,
0.07%,Tpool3_-1,nr-softmodem,rx_nr_prach,PHY,LOW PHY,
0.06%,thread_FH,[unknown],0xfffffe000006801b,PHY,LOW PHY,
0.06%,Tpool3_-1,nr-softmodem,fill_ul_rb_mask,PHY,HIGH PHY,
0.06%,thread_FH,[kernel.kallsyms],__indirect_thunk_start,PHY,LOW PHY,
0.06%,thread_FH,[kernel.kallsyms],__slab_free,PHY,LOW PHY,
0.06%,Tpool2_-1,libldpc.so,nrLDPC_decoder_core.isra.1,PHY,HIGH PHY,LDPC
0.06%,thread_FH,nr-softmodem,ru_thread,PHY,LOW PHY,
0.05%,Tpool0_-1,libdfts.so,idft64,PHY,LOW PHY,
0.05%,thread_FH,[kernel.kallsyms],__fget,PHY,LOW PHY,
0.05%,Tpool0_-1,nr-softmodem,signal_energy_nodc,PHY,HIGH PHY,
0.05%,Tpool1_-1,nr-softmodem,signal_energy_nodc,PHY,HIGH PHY,
0.05%,Tpool2_-1,nr-softmodem,fill_ul_rb_mask,PHY,HIGH PHY,
0.05%,thread_FH,[kernel.kallsyms],native_write_msr,PHY,LOW PHY,
0.05%,feptx,[kernel.kallsyms],update_curr_rt,PHY,LOW PHY,
0.05%,feptx,libpthread-2.27.so,__pthread_mutex_lock,PHY,LOW PHY,
0.05%,thread_FH,[kernel.kallsyms],copyout,PHY,LOW PHY,
0.05%,thread_FH,[unknown],0xfffffe000006801e,PHY,LOW PHY,
0.05%,thread_FH,[kernel.kallsyms],__perf_event_task_sched_out,PHY,LOW PHY,
0.04%,feptx,[kernel.kallsyms],cpupri_set,PHY,LOW PHY,
0.04%,nr-softmodem,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.04%,Tpool1_-1,libldpc.so,nrLDPC_decoder_core.isra.1,PHY,HIGH PHY,LDPC
0.04%,nr-softmodem,nr-softmodem,nr_feptx_ofdm_2thread,PHY,LOW PHY,
0.04%,feptx,[kernel.kallsyms],__indirect_thunk_start,PHY,LOW PHY,
0.04%,Tpool0_-1,nr-softmodem,fill_ul_rb_mask,PHY,HIGH PHY,
0.04%,Tpool1_-1,libdfts.so,idft256,PHY,LOW PHY,
0.04%,Tpool1_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY,
0.04%,Tpool3_-1,libdfts.so,idft64,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],cmpxchg_double_slab.isra.33,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],_raw_spin_lock_bh,PHY,LOW PHY,
0.04%,thread_FH,libc-2.27.so,__libc_disable_asynccancel,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],native_sched_clock,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],tcp_try_coalesce,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],sock_rfree,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],ep_poll,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],entry_SYSCALL_64_stage2,PHY,LOW PHY,
0.04%,pdcp_timer,[kernel.kallsyms],do_syscall_64,PDCP,,
0.04%,feptx,nr-softmodem,nr_feptx_thread,PHY,LOW PHY,
0.04%,thread_FH,[unknown],0xfffffe000009901b,PHY,LOW PHY,
0.04%,feptx,libdfts.so,idft64@plt,PHY,LOW PHY,
0.04%,feprx,libdfts.so,dft,PHY,LOW PHY,
0.04%,feprx,nr-softmodem,nr_slot_fep_ul,PHY,LOW PHY,
0.04%,feptx,nr-softmodem,get_samples_per_slot,PHY,LOW PHY,
0.04%,Tpool1_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.04%,Tpool0_-1,libdfts.so,idft2048,PHY,LOW PHY,
0.03%,Tpool3_-1,libldpc.so,nrLDPC_decoder_core.isra.1,PHY,HIGH PHY,LDPC
0.03%,Tpool3_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.03%,feptx,libdfts.so,idft,PHY,LOW PHY,
0.03%,thread_FH,nr-softmodem,rx_rf,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],update_curr_rt,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],__release_sock,PHY,LOW PHY,
0.03%,thread_FH,librfsimulator.so,flushInput,PHY,LOW PHY,
0.03%,Tpool0_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.03%,Tpool0_-1,nr-softmodem,phy_procedures_gNB_uespec_RX,PHY,HIGH PHY,
0.03%,thread_FH,[kernel.kallsyms],hrtimer_start_range_ns,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],tcp_rcv_established,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],try_to_wake_up,PHY,LOW PHY,
0.03%,thread_FH,nr-softmodem,rx_nr_prach_ru,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],futex_wake,PHY,LOW PHY,
0.03%,Tpool2_-1,nr-softmodem,nr_rate_matching_ldpc_rx,PHY,HIGH PHY,LDPC
0.03%,thread_FH,[kernel.kallsyms],rcu_check_callbacks,PHY,LOW PHY,
0.03%,Tpool0_-1,nr-softmodem,polar_encoder_fast,PHY,HIGH PHY,
0.03%,thread_FH,nr-softmodem,nr_slot_fep_ul,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],__tcp_transmit_skb,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],sys_epoll_wait,PHY,LOW PHY,
0.03%,thread_FH,nr-softmodem,nr_fep0,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],ep_scan_ready_list.constprop.17,PHY,LOW PHY,
0.03%,feptx,[kernel.kallsyms],do_futex,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],native_queued_spin_lock_slowpath,PHY,LOW PHY,
0.03%,feptx,[kernel.kallsyms],_raw_spin_lock,PHY,LOW PHY,
0.03%,Tpool3_-1,libdfts.so,idft256,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],entry_SYSCALL_64_after_hwframe,PHY,LOW PHY,
0.03%,Tpool1_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.03%,Tpool2_-1,libdfts.so,idft1024,PHY,LOW PHY,
0.03%,Tpool2_-1,libdfts.so,idft64,PHY,LOW PHY,
0.03%,feprx,[kernel.kallsyms],cpupri_set,PHY,LOW PHY,
0.03%,Tpool0_-1,libldpc.so,nrLDPC_decoder_core.isra.1,PHY,HIGH PHY,LDPC
0.03%,thread_FH,[kernel.kallsyms],tcp_rcv_space_adjust,PHY,LOW PHY,
0.02%,Tpool1_-1,libdfts.so,idft64,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],prepare_exit_to_usermode,PHY,LOW PHY,
0.02%,Tpool2_-1,libldpc.so,nrLDPC_cn2bnProcBuf_BG2,PHY,HIGH PHY,LDPC
0.02%,thread_FH,[kernel.kallsyms],tcp_recv_timestamp,PHY,LOW PHY,
0.02%,Tpool1_-1,nr-softmodem,nr_schedule_ulsch,MAC,,
0.02%,thread_FH,[kernel.kallsyms],select_task_rq_rt,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,nr_generate_dci,PHY,HIGH PHY,
0.02%,feptx,[kernel.kallsyms],__entry_trampoline_start,PHY,LOW PHY,
0.02%,Tpool0_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__dev_queue_xmit,PHY,LOW PHY,
0.02%,feptx,libpthread-2.27.so,__pthread_mutex_unlock,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],pick_next_task_fair,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],aa_sk_perm,PHY,LOW PHY,
0.02%,feptx,nr-softmodem,nr_feptx0,PHY,LOW PHY,
0.02%,thread_FH,nr-softmodem,get_samples_per_slot,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ip_finish_output2,PHY,LOW PHY,
0.02%,thread_FH,libc-2.27.so,__libc_enable_asynccancel,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],sys_futex,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],_raw_spin_unlock_irqrestore,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],mlx4_en_select_queue,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__tcp_select_window,PHY,LOW PHY,
0.02%,Tpool3_-1,libldpc.so,nrLDPC_cnProc_BG2,PHY,HIGH PHY,LDPC
0.02%,Tpool1_-1,libldpc.so,nrLDPC_encod,PHY,HIGH PHY,LDPC
0.02%,thread_FH,[kernel.kallsyms],__iowrite64_copy,PHY,LOW PHY,
0.02%,pdcp_timer,[kernel.kallsyms],update_curr_rt,PDCP,,
0.02%,thread_FH,[kernel.kallsyms],inet_recvmsg,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],update_rq_clock,PHY,LOW PHY,
0.02%,Tpool1_-1,libldpc.so,nrLDPC_bnProc,PHY,HIGH PHY,LDPC
0.02%,feptx,[kernel.kallsyms],irq_work_run_list,PHY,LOW PHY,
0.02%,Tpool0_-1,libdfts.so,idft256,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],dequeue_rt_stack,PHY,LOW PHY,
0.02%,thread_FH,[unknown],0xfffffe0000068000,PHY,LOW PHY,
0.02%,thread_FH,nr-softmodem,get_slot_from_timestamp,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ktime_get,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ip_queue_xmit,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],get_futex_value_locked,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ep_item_poll.isra.12,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__sk_dst_check,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],prepare_exit_to_usermode,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],sched_clock_cpu,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],enqueue_task_rt,PHY,LOW PHY,
0.02%,Tpool2_-1,nr-softmodem,dB_fixed,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ip_finish_output,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY,
0.02%,thread_FH,libpthread-2.27.so,__pthread_mutex_lock,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],kfree,PHY,LOW PHY,
0.02%,Tpool3_-1,libldpc.so,ldpc192_byte,PHY,HIGH PHY,LDPC
0.02%,thread_FH,libdfts.so,dft64@plt,PHY,LOW PHY,
0.02%,Tpool1_-1,libldpc.so,ldpc_BG2_Zc88_byte,PHY,HIGH PHY,LDPC
0.02%,thread_FH,[kernel.kallsyms],wake_q_add,PHY,LOW PHY,
0.02%,Tpool2_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ns_to_timespec64,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],pick_next_task_fair,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],kmem_cache_free,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],dequeue_task_rt,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],switch_to_thread_stack,PHY,LOW PHY,
0.02%,Tpool0_-1,libldpc.so,nrLDPC_bnProcPc,PHY,HIGH PHY,LDPC
0.02%,thread_FH,[kernel.kallsyms],tcp_poll,PHY,LOW PHY,
0.02%,pdcp_timer,[kernel.kallsyms],dequeue_rt_stack,PDCP,,
0.02%,Tpool3_-1,nr-softmodem,nr_generate_pdsch,PHY,HIGH PHY,
0.02%,pdcp_timer,libpthread-2.27.so,__pthread_mutex_unlock,PDCP,,
0.02%,Tpool2_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.02%,Tpool3_-1,libldpc.so,nrLDPC_encod,PHY,HIGH PHY,LDPC
0.02%,Tpool2_-1,nr-softmodem,nr_generate_pdsch,PHY,HIGH PHY,
0.02%,thread_FH,[kernel.kallsyms],ctx_sched_out,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],tcp_ack,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],enqueue_task_rt,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],schedule_hrtimeout_range_clock,PHY,LOW PHY,
0.02%,pdcp_timer,[kernel.kallsyms],do_futex,PDCP,,
0.02%,Tpool3_-1,libdfts.so,idft2048,PHY,LOW PHY,
0.02%,Tpool1_-1,libdfts.so,idft2048,PHY,LOW PHY,
0.02%,TASK_RRC_GNB,libc-2.27.so,__libc_disable_asynccancel,RRC,,
0.02%,feptx,[kernel.kallsyms],try_to_wake_up,PHY,LOW PHY,
0.02%,feprx,[kernel.kallsyms],do_futex,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],futex_wait_queue_me,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],check_preempt_curr,PHY,LOW PHY,
0.02%,feprx,libdfts.so,dft64@plt,PHY,LOW PHY,
0.02%,Tpool0_-1,nr-softmodem,NR_UL_indication,MAC,,
0.02%,TASK_RRC_GNB,[kernel.kallsyms],__sched_text_start,RRC,,
0.02%,Tpool1_-1,libldpc.so,nrLDPC_cnProc_BG2,PHY,HIGH PHY,LDPC
0.02%,feprx,nr-softmodem,wait_on_condition,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,schedule_nr_mib,MAC,,
0.02%,Tpool2_-1,libldpc.so,nrLDPC_bnProc,PHY,HIGH PHY,LDPC
0.02%,feptx,[kernel.kallsyms],native_apic_msr_eoi_write,PHY,LOW PHY,
0.02%,Tpool0_-1,libldpc.so,nrLDPC_bnProc,PHY,HIGH PHY,LDPC
0.01%,TASK_RRC_GNB,[kernel.kallsyms],find_busiest_group,RRC,,
0.01%,Tpool0_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY,
0.01%,feprx,nr-softmodem,get_dft_size_idx,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],_raw_spin_unlock,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_schedule_ulsch,MAC,,
0.01%,Tpool0_-1,nr-softmodem,nr_schedule_ulsch,MAC,,
0.01%,feptx,[unknown],0xfffffe00000fb000,PHY,LOW PHY,
0.01%,feprx,libpthread-2.27.so,__pthread_mutex_unlock_usercnt,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,nr_pdcch_scrambling,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],skb_free_head,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],finish_task_switch,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],futex_wait,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],__perf_event_task_sched_in,PHY,LOW PHY,
0.01%,thread_FH,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],__rcu_read_unlock,RRC,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],update_blocked_averages,RRC,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],fput_many,RRC,,
0.01%,TASK_RRC_GNB,[unknown],0xfffffe00000fb01b,RRC,,
0.01%,feptx,[kernel.kallsyms],irq_exit,PHY,LOW PHY,
0.01%,pdcp_timer,[kernel.kallsyms],futex_wait,PDCP,,
0.01%,Tpool1_-1,nr-softmodem,nr_generate_pdsch,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],hrtimer_interrupt,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],schedule,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],activate_task,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],smp_apic_timer_interrupt,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],ttwu_do_wakeup,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_clean_rtx_queue,PHY,LOW PHY,
0.01%,feprx,nr-softmodem,nr_fep0,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],kmem_cache_alloc_node,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],lock_hrtimer_base.isra.21,PHY,LOW PHY,
0.01%,thread_FH,libpthread-2.27.so,__pthread_mutex_unlock,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],pick_next_task_fair,RRC,,
0.01%,thread_FH,librfsimulator.so,recv@plt,PHY,LOW PHY,
0.01%,pdcp_timer,[kernel.kallsyms],entry_SYSCALL_64_stage2,PDCP,,
0.01%,thread_FH,[kernel.kallsyms],hash_futex,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_cleanup_rbuf,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,nr_generate_pbch_dmrs,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],native_apic_msr_write,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__check_object_size,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_schedule_response,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],mlx4_en_features_check,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,nr_rlc_manager_lock,RLC,,
0.01%,Tpool1_-1,nr-softmodem,nr_ulsch_extract_rbs_single,PHY,HIGH PHY,
0.01%,feptx,[kernel.kallsyms],native_write_msr,PHY,LOW PHY,
0.01%,thread_FH,libdfts.so,dft,PHY,LOW PHY,
0.01%,feprx,libpthread-2.27.so,pthread_cond_signal@@GLIBC_2.3.2,PHY,LOW PHY,
0.01%,Tpool0_-1,nr-softmodem,get_pdsch_to_harq_feedback,MAC,,
0.01%,Tpool3_-1,nr-softmodem,nr_segmentation,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],lock_sock_nested,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,phy_procedures_gNB_TX,PHY,,
0.01%,feprx,[kernel.kallsyms],syscall_return_via_sysret,PHY,LOW PHY,
0.01%,thread_FH,[unknown],0xfffffe0000037031,PHY,LOW PHY,
0.01%,Tpool0_-1,nr-softmodem,nr_fr1_ulsch_preprocessor,MAC,,
0.01%,thread_FH,[kernel.kallsyms],sock_def_readable,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],x86_pmu_disable,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],finish_task_switch,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],hrtimer_run_queues,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_event_data_recv,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],mutex_lock,PHY,LOW PHY,
0.01%,Tpool0_-1,libldpc.so,nrLDPC_cnProc_BG2,PHY,HIGH PHY,LDPC
0.01%,thread_FH,[kernel.kallsyms],ttwu_do_activate,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],mlx4_en_xmit,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],generic_smp_call_function_single_interrupt,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__rcu_read_unlock,PHY,LOW PHY,
0.01%,thread_FH,[unknown],0xfffffe000009901e,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],exit_to_usermode_loop,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_grow_window.isra.23,PHY,LOW PHY,
0.01%,thread_FH,[unknown],0xfffffe000009900c,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_established_options,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,nr_generate_pbch,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],__free_pages_ok,PHY,LOW PHY,
0.01%,thread_FH,librfsimulator.so,memset@plt,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__cgroup_account_cputime_field,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,allowed_xlsch_re_in_dmrs_symbol,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],pvclock_gtod_notify,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],validate_xmit_skb,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],ep_poll_callback,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,get_dmrs_freq_idx_ul,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],SYSC_recvfrom,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],import_single_range,PHY,LOW PHY,
0.01%,thread_FH,libpthread-2.27.so,__pthread_mutex_timedlock,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],_raw_spin_lock,PHY,LOW PHY,
0.01%,pdcp_timer,[unknown],0xfffffe0000037025,PDCP,,
0.01%,thread_FH,[kernel.kallsyms],ktime_get_update_offsets_now,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_schedule_ue_spec,MAC,,
0.01%,feptx,[kernel.kallsyms],exit_to_usermode_loop,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],do_futex,PHY,LOW PHY,
0.01%,thread_FH,[unknown],0xfffffe0000068025,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],do_softirq.part.17,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],update_rt_migration,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],mark_wake_futex,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],native_sched_clock,RRC,,
0.01%,thread_FH,[kernel.kallsyms],fput_many,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__cmpxchg_double_slab.isra.32,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],sock_poll,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_ulsch_decoding,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],perf_event_task_tick,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],find_lowest_rq,PHY,LOW PHY,
