Overhead,Command,Object,Symbol,Layer,Layer2,Layer3
0.03%,Tpool1_-1,nr-softmodem,nr_segmentation,PHY,HIGH PHY,
0.03%,Tpool2_-1,nr-softmodem,polar_encoder_fast,PHY,HIGH PHY,
0.03%,Tpool2_-1,libldpc.so,nrLDPC_cn2bnProcBuf_BG2,PHY,HIGH PHY,LDPC
0.03%,Tpool0_-1,nr-softmodem,nr_ulsch_extract_rbs_single,PHY,HIGH PHY,
0.03%,Tpool3_-1,libdfts.so,idft256,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],native_queued_spin_lock_slowpath,PHY,LOW PHY,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],entry_SYSCALL_64_after_hwframe,NG,,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],resched_curr,NG,,
0.03%,thread_FH,[kernel.kallsyms],cmpxchg_double_slab.isra.33,PHY,LOW PHY,
0.03%,Tpool2_-1,nr-softmodem,nr_codeword_scrambling,PHY,HIGH PHY,
0.03%,RLC,queue,[k],RLC,,
0.03%,thread_FH,[kernel.kallsyms],__fget_light,PHY,LOW PHY,
0.03%,thread_FH,nr-softmodem,rx_rf,PHY,LOW PHY,
0.03%,feptx,nr-softmodem,nr_feptx0,PHY,LOW PHY,
0.03%,Tpool1_-1,libldpc.so,ldpc384_byte,PHY,HIGH PHY,LDPC
0.03%,thread_FH,[kernel.kallsyms],__netdev_pick_tx,PHY,LOW PHY,
0.03%,Tpool0_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.03%,thread_FH,[kernel.kallsyms],schedule_hrtimeout_range_clock,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],dequeue_rt_stack,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],kmem_cache_alloc_node,PHY,LOW PHY,
0.02%,nr-softmodem,nr-softmodem,nr_feptx_ofdm_2thread,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],tcp_rcv_space_adjust,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ksize,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],hash_futex,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],queue_work_on,NG,,
0.02%,thread_FH,[kernel.kallsyms],native_sched_clock,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],__tty_buffer_request_room,NG,,
0.02%,Tpool2_-1,libldpc.so,nrLDPC_bnProc,PHY,HIGH PHY,LDPC
0.02%,thread_FH,[kernel.kallsyms],rto_next_cpu,PHY,LOW PHY,
0.02%,pdcp_timer,libpthread-2.27.so,pthread_cond_wait@@GLIBC_2.3.2,PDCP,,
0.02%,thread_FH,[kernel.kallsyms],__alloc_skb,PHY,LOW PHY,
0.02%,feprx,[kernel.kallsyms],futex_wait_setup,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],decay_load,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],sched_clock_cpu,PHY,LOW PHY,
0.02%,thread_FH,nr-softmodem,ru_thread,PHY,LOW PHY,
0.02%,feprx,nr-softmodem,get_samples_slot_timestamp,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],__fget_light,NG,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],pty_write,NG,,
0.02%,TASK_RRC_GNB,[kernel.kallsyms],__fget_light,RRC,,
0.02%,thread_FH,[kernel.kallsyms],sys_epoll_wait,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],skb_network_protocol,PHY,LOW PHY,
0.02%,RLC,queue,[.],RLC,,
0.02%,thread_FH,[kernel.kallsyms],futex_wake,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],import_single_range,PHY,LOW PHY,
0.02%,thread_FH,libdfts.so,dft64@plt,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ip_send_check,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],release_sock,PHY,LOW PHY,
0.02%,thread_FH,libdfts.so,dft,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],try_to_wake_up,PHY,LOW PHY,
0.02%,feptx,libpthread-2.27.so,pthread_cond_signal@@GLIBC_2.3.2,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__dev_queue_xmit,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],sched_put_rd,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],llist_add_batch,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__indirect_thunk_start,PHY,LOW PHY,
0.02%,Tpool1_-1,nr-softmodem,nr_pdcch_scrambling,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,nr_fr1_ulsch_preprocessor,MAC,,
0.02%,feptx,[kernel.kallsyms],update_rq_clock,PHY,LOW PHY,
0.02%,Tpool1_-1,nr-softmodem,nr_rate_matching_ldpc_rx,PHY,HIGH PHY,LDPC
0.02%,TASK_GTPV1_U,[kernel.kallsyms],select_task_rq_rt,NG,,
0.02%,TASK_GTPV1_U,libc-2.27.so,_IO_default_xsputn,NG,,
0.02%,thread_FH,[kernel.kallsyms],validate_xmit_skb,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ipv4_dst_check,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],native_write_msr,PHY,LOW PHY,
0.02%,Tpool0_-1,nr-softmodem,nr_segmentation,PHY,HIGH PHY,
0.02%,feptx,[kernel.kallsyms],wake_q_add,PHY,LOW PHY,
0.02%,Tpool2_-1,libldpc.so,ldpc_BG2_Zc88_byte,PHY,HIGH PHY,LDPC
0.02%,thread_FH,libpthread-2.27.so,__pthread_mutex_lock,PHY,LOW PHY,
0.02%,Tpool2_-1,nr-softmodem,nr_segmentation,PHY,HIGH PHY,
0.02%,Tpool2_-1,libldpc.so,nrLDPC_cnProc_BG2,PHY,HIGH PHY,LDPC
0.02%,thread_FH,[kernel.kallsyms],finish_task_switch,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,libc-2.27.so,__strchrnul_avx2,NG,,
0.02%,feptx,[kernel.kallsyms],futex_wait_queue_me,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],__skb_checksum,NG,,
0.02%,Tpool3_-1,nr-softmodem,nr_modulation,PHY,HIGH PHY,
0.02%,thread_FH,[kernel.kallsyms],_raw_spin_lock_irqsave,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],tcp_poll,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,nr_schedule_ue_spec,MAC,,
0.02%,Tpool0_-1,nr-softmodem,phy_procedures_gNB_TX,PHY,,
0.02%,thread_FH,[unknown],0xfffffe00000ca01b,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__perf_event_task_sched_out,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__perf_event_task_sched_in,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__sched_text_start,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],call_function_single_interrupt,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],sock_poll,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],schedule,PHY,LOW PHY,
0.02%,thread_FH,nr-softmodem,rx_nr_prach_ru,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],tcp_stream_memory_free,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],enqueue_task_rt,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],_raw_spin_lock,PHY,LOW PHY,
0.02%,RLC,queue,[.],RLC,,
0.02%,thread_FH,nr-softmodem,get_samples_per_slot,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],entry_SYSCALL_64_after_hwframe,PHY,LOW PHY,
0.02%,Tpool2_-1,nr-softmodem,phy_procedures_gNB_TX,PHY,,
0.02%,feptx,[kernel.kallsyms],do_futex,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ip_output,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],select_task_rq_rt,PHY,LOW PHY,
0.02%,Tpool0_-1,libdfts.so,idft256,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],_find_next_bit,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],get_futex_key_refs.isra.11,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,libc-2.27.so,__memmove_avx_unaligned_erms,NG,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],tty_write,NG,,
0.02%,thread_FH,[kernel.kallsyms],_raw_spin_lock_bh,PHY,LOW PHY,
0.02%,Tpool3_-1,libldpc.so,nrLDPC_cnProc_BG2,PHY,HIGH PHY,LDPC
0.02%,Tpool2_-1,libldpc.so,nrLDPC_decoder_core.isra.1,PHY,HIGH PHY,LDPC
0.02%,thread_FH,[kernel.kallsyms],try_to_wake_up,PHY,LOW PHY,
0.02%,TASK_RRC_GNB,[kernel.kallsyms],__perf_event_task_sched_in,RRC,,
0.02%,Tpool2_-1,libdfts.so,idft256,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],ep_poll_callback,PHY,LOW PHY,
0.02%,Tpool0_-1,nr-softmodem,ldpc8blocks,PHY,HIGH PHY,LDPC
0.02%,TASK_GTPV1_U,[kernel.kallsyms],__enqueue_entity,NG,,
0.02%,Tpool1_-1,nr-softmodem,pf_dl,MAC,,
0.02%,thread_FH,[kernel.kallsyms],arch_irq_work_raise,PHY,LOW PHY,
0.02%,feprx,[kernel.kallsyms],entry_SYSCALL_64_after_hwframe,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],irq_exit,PHY,LOW PHY,
0.02%,TASK_RRC_GNB,[kernel.kallsyms],__fdget_pos,RRC,,
0.02%,Tpool2_-1,nr-softmodem,mac_rlc_status_ind,RLC,,
0.02%,pdcp_timer,[kernel.kallsyms],syscall_return_via_sysret,PDCP,,
0.02%,feprx,libdfts.so,dft64@plt,PHY,LOW PHY,
0.02%,TASK_RRC_GNB,[kernel.kallsyms],syscall_return_via_sysret,RRC,,
0.02%,TASK_GTPV1_U,nr-softmodem,gtpv1uReceiver,NG,,
0.02%,Tpool1_-1,libdfts.so,idft2048,PHY,LOW PHY,
0.02%,Tpool0_-1,libldpc.so,nrLDPC_cnProc_BG2,PHY,HIGH PHY,LDPC
0.01%,feptx,[kernel.kallsyms],prepare_exit_to_usermode,PHY,LOW PHY,
0.01%,RLC,queue,[.],RLC,,
0.01%,Tpool0_-1,nr-softmodem,crc24a,PHY,HIGH PHY,
0.01%,pdcp_timer,[kernel.kallsyms],do_futex,PDCP,,
0.01%,feprx,[kernel.kallsyms],__sched_text_start,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,nr-softmodem,rrc_gnb_task,RRC,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],eventfd_poll,RRC,,
0.01%,feptx,[kernel.kallsyms],ctx_sched_out,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],set_task_cpu,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],__cgroup_account_cputime,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],swapgs_restore_regs_and_return_to_usermode,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,crc24a,PHY,HIGH PHY,
0.01%,Tpool0_-1,nr-softmodem,nr_rlc_entity_am_recv_pdu,RLC,,
0.01%,Tpool0_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],wake_up_q,NG,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],common_file_perm,RRC,,
0.01%,thread_FH,[kernel.kallsyms],hrtimer_start_range_ns,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__rcu_read_unlock,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],__indirect_thunk_start,NG,,
0.01%,thread_FH,[kernel.kallsyms],wake_up_q,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],update_rq_clock,NG,,
0.01%,Tpool0_-1,libldpc.so,ldpc288_byte,PHY,HIGH PHY,LDPC
0.01%,Tpool3_-1,libldpc.so,nrLDPC_decoder_core.isra.1,PHY,HIGH PHY,LDPC
0.01%,feptx,libpthread-2.27.so,_pthread_cleanup_pop,PHY,LOW PHY,
0.01%,RLC,queue,[k],RLC,,
0.01%,Tpool1_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],cpupri_find,NG,,
0.01%,thread_FH,[kernel.kallsyms],ttwu_do_wakeup,PHY,LOW PHY,
0.01%,feptx,[unknown],0xfffffe00000ca01b,PHY,LOW PHY,
