Overhead,Command,Object,Symbol,Layer,Layer2,Layer3
0.05%,thread_FH,[kernel.kallsyms],__mutex_lock.isra.10,PHY,LOW PHY,
0.05%,thread_FH,[kernel.kallsyms],_raw_spin_unlock,PHY,LOW PHY,
0.05%,thread_FH,[kernel.kallsyms],put_prev_task_rt,PHY,LOW PHY,
0.05%,TASK_GTPV1_U,nr-softmodem,gtpv1uReceiver,NG,,
0.04%,thread_FH,libuhd.so.4.1.0,0x0000000000719e5c,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],intel_map_page,PHY,LOW PHY,
0.04%,pdcp_timer,[kernel.kallsyms],newidle_balance,PDCP,,
0.04%,thread_FH,[kernel.kallsyms],__check_heap_object,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],interrupt_entry,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],set_next_task_idle,PHY,LOW PHY,
0.04%,thread_FH,libpthread-2.27.so,_pthread_cleanup_pop,PHY,LOW PHY,
0.04%,thread_FH,libuhd.so.4.1.0,0x00000000008eeb43,PHY,LOW PHY,
0.04%,nr-softmodem,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.04%,Tpool2_-1,nr-softmodem,signal_energy_nodc,PHY,HIGH PHY,
0.04%,thread_FH,libuhd.so.4.1.0,0x0000000000398840,PHY,LOW PHY,
0.04%,TASK_RRC_GNB,[kernel.kallsyms],__fdget_pos,RRC,,
0.04%,TASK_RRC_GNB,[kernel.kallsyms],common_file_perm,RRC,,
0.04%,TASK_RRC_GNB,nr-softmodem,rrc_nr_ue_tree_s_RB_MINMAX,RRC,,
0.04%,thread_FH,[kernel.kallsyms],arch_perf_update_userpage,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],__rcu_read_unlock,PHY,LOW PHY,
0.04%,TASK_RRC_GNB,[kernel.kallsyms],syscall_return_via_sysret,RRC,,
0.04%,TASK_RRC_GNB,libpthread-2.27.so,__pthread_mutex_lock,RRC,,
0.04%,TASK_RRC_GNB,nr-softmodem,rrc_gnb_task,RRC,,
0.04%,thread_FH,[kernel.kallsyms],get_page_from_freelist,PHY,LOW PHY,
0.04%,thread_FH,libc-2.27.so,__libc_disable_asynccancel,PHY,LOW PHY,
0.04%,TASK_GTPV1_U,[kernel.kallsyms],__perf_event_task_sched_out,NG,,
0.04%,thread_FH,[kernel.kallsyms],update_rt_rq_load_avg,PHY,LOW PHY,
0.04%,thread_FH,libuhd.so.4.1.0,pthread_mutex_unlock@plt,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],findintfep.isra.20,PHY,LOW PHY,
0.04%,Tpool2_-1,libldpc.so,ldpc320_byte,PHY,HIGH PHY,LDPC
0.04%,thread_FH,[kernel.kallsyms],irq_work_run_list,PHY,LOW PHY,
0.04%,Tpool2_-1,nr-softmodem,nr_codeword_scrambling,PHY,HIGH PHY,
0.04%,thread_FH,[kernel.kallsyms],flexible_sched_in,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],usbfs_increase_memory_usage,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],try_to_wake_up,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],cpuacct_charge,PHY,LOW PHY,
0.04%,thread_FH,[vdso],0x0000000000000747,PHY,LOW PHY,
0.04%,thread_FH,libuhd.so.4.1.0,0x000000000071a328,PHY,LOW PHY,
0.04%,Tpool0_-1,nr-softmodem,nr_fr1_dlsch_preprocessor,MAC,,
0.04%,TASK_GTPV1_U,[kernel.kallsyms],do_csum,NG,,
0.04%,thread_FH,[kernel.kallsyms],__rcu_read_lock,PHY,LOW PHY,
0.04%,RLC,queue,[.],RLC,,
0.04%,thread_FH,[kernel.kallsyms],native_irq_return_iret,PHY,LOW PHY,
0.04%,RLC,queue,[k],RLC,,
0.04%,pdcp_timer,libpthread-2.27.so,pthread_cond_wait@@GLIBC_2.3.2,PDCP,,
0.04%,thread_FH,libuhd.so.4.1.0,0x00000000008ef4fe,PHY,LOW PHY,
0.04%,thread_FH,libpthread-2.27.so,__lll_unlock_wake,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],perf_event_update_time,PHY,LOW PHY,
0.04%,TASK_GTPV1_U,[kernel.kallsyms],aa_sk_perm,NG,,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],__fget,NG,,
0.03%,thread_FH,[kernel.kallsyms],__cgroup_account_cputime,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],__free_pages_ok,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],free_async,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],push_rt_task,PHY,LOW PHY,
0.03%,thread_FH,libusb-1.0.so.0.1.0,0x000000000000478a,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],__mutex_lock_slowpath,PHY,LOW PHY,
0.03%,RLC,queue,[k],RLC,,
0.03%,pdcp_timer,[kernel.kallsyms],syscall_return_via_sysret,PDCP,,
0.03%,thread_FH,[kernel.kallsyms],rb_insert_color,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],perf_pmu_nop_void,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],ktime_get_ts64,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],wake_up_q,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],x86_pmu_disable,PHY,LOW PHY,
0.03%,TASK_GTPV1_U,nr-softmodem,itti_get_events_locked,NG,,
0.03%,TASK_RRC_GNB,[kernel.kallsyms],ep_poll_callback,RRC,,
0.03%,TASK_RRC_GNB,nr-softmodem,epoll_wait@plt,RRC,,
0.03%,feptx,[kernel.kallsyms],rb_next,PHY,LOW PHY,
0.03%,thread_FH,libuhd.so.4.1.0,0x00000000008ed2c6,PHY,LOW PHY,
0.03%,thread_FH,libuhd.so.4.1.0,0x0000000000719d9e,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],__remove_hrtimer,PHY,LOW PHY,
0.03%,TASK_RRC_GNB,[kernel.kallsyms],entry_SYSCALL_64,RRC,,
0.03%,pdcp_timer,[kernel.kallsyms],futex_wait_setup,PDCP,,
0.03%,pdcp_timer,[kernel.kallsyms],hash_futex,PDCP,,
0.03%,pdcp_timer,libpthread-2.27.so,__pthread_mutex_unlock,PDCP,,
0.03%,TASK_GNB_APP,libc-2.27.so,vfprintf,SL,,
0.03%,thread_FH,[kernel.kallsyms],copy_user_generic_unrolled,PHY,LOW PHY,
0.03%,feptx,[kernel.kallsyms],syscall_return_via_sysret,PHY,LOW PHY,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],_raw_spin_lock,NG,,
0.03%,TASK_GTPV1_U,nr-softmodem,deliver_pdu_drb,NG,,
0.03%,thread_FH,libc-2.27.so,__tzfile_compute,PHY,LOW PHY,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],entry_SYSCALL_64,NG,,
0.03%,thread_FH,[kernel.kallsyms],free_unref_page_prepare.part.71,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],native_queued_spin_lock_slowpath,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],event_sched_in.isra.115.part.116,PHY,LOW PHY,
0.03%,RLC,queue,[k],RLC,,
0.03%,thread_FH,libuhd.so.4.1.0,0x00000000002fdb3f,PHY,LOW PHY,
0.03%,Tpool1_-1,nr-softmodem,gNB_I0_measurements,PHY,HIGH PHY,
0.03%,thread_FH,[kernel.kallsyms],sched_clock_cpu,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],ktime_add_safe,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],hrtimer_start_range_ns,PHY,LOW PHY,
0.03%,thread_FH,libboost_thread.so.1.65.1,boost::detail::get_current_thread_data,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],put_cpu_partial,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],account_entity_enqueue,PHY,LOW PHY,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],udp_skb_destructor,NG,,
0.03%,thread_FH,[kernel.kallsyms],update_rt_migration,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],__intel_pmu_enable_all.constprop.31,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],__x86_indirect_thunk_r10,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],copy_urb_data_to_user,PHY,LOW PHY,
0.03%,RLC,queue,[.],RLC,,
0.03%,thread_FH,[kernel.kallsyms],cyc2ns_read_begin,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],xhci_urb_enqueue,PHY,LOW PHY,
0.03%,thread_FH,libusb-1.0.so.0.1.0,0x000000000000441c,PHY,LOW PHY,
0.03%,Tpool3_-1,libldpc.so,ldpc320_byte,PHY,HIGH PHY,LDPC
0.03%,TASK_GTPV1_U,[kernel.kallsyms],_raw_spin_unlock,NG,,
0.03%,thread_FH,libusb-1.0.so.0.1.0,0x0000000000008778,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],cgroup_base_stat_cputime_account_end.isra.8,PHY,LOW PHY,
0.02%,RLC,queue,[k],RLC,,
0.02%,thread_FH,libstdc++.so.6.0.25,std::chrono::_V2::system_clock::now,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],futex_wait_queue_me,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],release_sock,NG,,
0.02%,Tpool3_-1,libdfts.so,idft1536,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,gNB_I0_measurements,PHY,HIGH PHY,
0.02%,Tpool3_-1,nr-softmodem,multadd_cpx_vector,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,polar_encoder_fast,PHY,HIGH PHY,
0.02%,Tpool3_-1,nr-softmodem,signal_energy_nodc,PHY,HIGH PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],__slab_free,NG,,
0.02%,thread_FH,libuhd.so.4.1.0,0x00000000002fbd54,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],do_vfs_ioctl,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],__check_object_size,NG,,
0.02%,thread_FH,[vdso],0x00000000000006e8,PHY,LOW PHY,
0.02%,thread_FH,libusb-1.0.so.0.1.0,0x0000000000004418,PHY,LOW PHY,
0.02%,Tpool0_-1,nr-softmodem,nr_interleaving_ldpc,PHY,HIGH PHY,LDPC
0.02%,thread_FH,[kernel.kallsyms],new_slab,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,nr-softmodem,pdcp_data_req,NG,,
0.02%,PDCP,data,[kernel.kallsyms],PDCP,,
0.02%,thread_FH,[kernel.kallsyms],ktime_get_coarse_real_ts64,PHY,LOW PHY,
