Overhead,Command,Object,Symbol,Layer,Layer2,Layer3
0.14%,Tpool3_-1,libldpc.so,nrLDPC_cnProcPc_BG1,PHY,HIGH PHY,LDPC
0.14%,PDCP,data,[kernel.kallsyms],PDCP,,
0.14%,TASK_GTPV1_U,[kernel.kallsyms],kmalloc_slab,NG,,
0.13%,feprx,libc-2.27.so,__memmove_avx_unaligned_erms,PHY,LOW PHY,
0.13%,Tpool0_-1,nr-softmodem,multadd_cpx_vector,PHY,LOW PHY,
0.13%,thread_FH,[kernel.kallsyms],prepare_exit_to_usermode,PHY,LOW PHY,
0.13%,Tpool3_-1,nr-softmodem,nr_ulsch_extract_rbs_single,PHY,HIGH PHY,
0.12%,TASK_GNB_APP,libc-2.27.so,__GI___printf_fp_l,SL,,
0.12%,TASK_GTPV1_U,libc-2.27.so,__memmove_avx_unaligned_erms,NG,,
0.12%,Tpool3_-1,nr-softmodem,multadd_cpx_vector,PHY,LOW PHY,
0.12%,thread_FH,[kernel.kallsyms],skb_release_data,PHY,LOW PHY,
0.12%,feptx,[kernel.kallsyms],__indirect_thunk_start,PHY,LOW PHY,
0.12%,thread_FH,[kernel.kallsyms],syscall_return_via_sysret,PHY,LOW PHY,
0.12%,Tpool1_-1,nr-softmodem,nr_deinterleaving_ldpc,PHY,HIGH PHY,LDPC
0.12%,Tpool0_-1,nr-softmodem,fill_ul_rb_mask,PHY,HIGH PHY,
0.12%,Tpool0_-1,nr-softmodem,nr_deinterleaving_ldpc,PHY,HIGH PHY,LDPC
0.11%,Tpool1_-1,libldpc.so,nrLDPC_cnProcPc_BG1,PHY,HIGH PHY,LDPC
0.11%,PDCP,data,[kernel.kallsyms],PDCP,,
0.11%,PDCP,data,[kernel.kallsyms],PDCP,,
0.11%,PDCP,data,libc-2.27.so,PDCP,,
0.10%,Tpool1_-1,nr-softmodem,nr_ulsch_extract_rbs_single,PHY,HIGH PHY,
0.10%,Tpool1_-1,nr-softmodem,gNB_I0_measurements,PHY,LOW PHY,
0.10%,feptx,[kernel.kallsyms],do_syscall_64,PHY,LOW PHY,
0.10%,Tpool2_-1,libldpc.so,nrLDPC_cn2bnProcBuf_BG1,PHY,HIGH PHY,LDPC
0.10%,Tpool2_-1,nr-softmodem,nr_deinterleaving_ldpc,PHY,HIGH PHY,LDPC
0.10%,TASK_GTPV1_U,[kernel.kallsyms],syscall_return_via_sysret,NG,,
0.10%,TASK_GTPV1_U,[kernel.kallsyms],eventfd_ctx_read,NG,,
0.09%,Tpool3_-1,nr-softmodem,nr_deinterleaving_ldpc,PHY,HIGH PHY,LDPC
0.09%,Tpool3_-1,nr-softmodem,rx_nr_prach,PHY,LOW PHY,
0.09%,Tpool2_-1,nr-softmodem,nr_ulsch_extract_rbs_single,PHY,HIGH PHY,
0.08%,thread_FH,[kernel.kallsyms],native_irq_return_iret,PHY,LOW PHY,
0.08%,Tpool1_-1,nr-softmodem,nr_pusch_dmrs_rx,PHY,LOW PHY,
0.08%,Tpool1_-1,nr-softmodem,fill_ul_rb_mask,PHY,HIGH PHY,
0.08%,thread_FH,[kernel.kallsyms],tcp_recvmsg,PHY,LOW PHY,
0.08%,Tpool1_-1,nr-softmodem,rx_nr_prach,PHY,LOW PHY,
0.08%,Tpool0_-1,nr-softmodem,rx_nr_prach,PHY,LOW PHY,
0.08%,Tpool1_-1,libdfts.so,idft256,PHY,LOW PHY,
0.07%,Tpool0_-1,nr-softmodem,nr_pusch_dmrs_rx,PHY,LOW PHY,
0.07%,feptx,[kernel.kallsyms],syscall_return_via_sysret,PHY,LOW PHY,
0.07%,Tpool0_-1,libdfts.so,idft64,PHY,LOW PHY,
0.07%,Tpool3_-1,nr-softmodem,nr_pusch_dmrs_rx,PHY,LOW PHY,
0.07%,Tpool3_-1,libldpc.so,nrLDPC_bn2cnProcBuf_BG1,PHY,HIGH PHY,LDPC
0.06%,Tpool3_-1,libldpc.so,nrLDPC_cn2bnProcBuf_BG1,PHY,HIGH PHY,LDPC
0.06%,Tpool0_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.06%,pdcp_timer,[kernel.kallsyms],do_syscall_64,PDCP,,
0.06%,Tpool0_-1,nr-softmodem,signal_energy_nodc,PHY,HIGH PHY,
0.06%,Tpool0_-1,libldpc.so,nrLDPC_cn2bnProcBuf_BG1,PHY,HIGH PHY,LDPC
0.06%,feptx,libpthread-2.27.so,__pthread_mutex_unlock,PHY,LOW PHY,
0.06%,feptx,[kernel.kallsyms],cpupri_set,PHY,LOW PHY,
0.06%,Tpool1_-1,libdfts.so,idft2048,PHY,LOW PHY,
0.05%,Tpool0_-1,nr-softmodem,gNB_I0_measurements,PHY,LOW PHY,
0.05%,Tpool2_-1,nr-softmodem,fill_ul_rb_mask,PHY,HIGH PHY,
0.05%,Tpool2_-1,nr-softmodem,nr_pusch_dmrs_rx,PHY,LOW PHY,
0.05%,thread_FH,[kernel.kallsyms],irq_work_run_list,PHY,LOW PHY,
0.05%,thread_FH,[kernel.kallsyms],tcp_rcv_established,PHY,LOW PHY,
0.05%,feptx,libdfts.so,idft,PHY,LOW PHY,
0.05%,Tpool2_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY,
0.05%,Tpool0_-1,libldpc.so,nrLDPC_bn2cnProcBuf_BG1,PHY,HIGH PHY,LDPC
0.05%,Tpool0_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY,
0.05%,Tpool3_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.05%,thread_FH,[kernel.kallsyms],native_apic_msr_eoi_write,PHY,LOW PHY,
0.05%,thread_FH,[kernel.kallsyms],call_function_single_interrupt,PHY,LOW PHY,
0.05%,Tpool3_-1,nr-softmodem,signal_energy_nodc,PHY,HIGH PHY,
0.05%,thread_FH,[kernel.kallsyms],cpupri_set,PHY,LOW PHY,
0.05%,thread_FH,[kernel.kallsyms],swapgs_restore_regs_and_return_to_usermode,PHY,LOW PHY,
0.04%,Tpool3_-1,nr-softmodem,gNB_I0_measurements,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],tcp_poll,PHY,LOW PHY,
0.04%,Tpool3_-1,libdfts.so,idft64,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],__fget,PHY,LOW PHY,
0.04%,Tpool2_-1,libdfts.so,idft2048,PHY,LOW PHY,
0.04%,Tpool3_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY,
0.04%,feptx,libdfts.so,idft64@plt,PHY,LOW PHY,
0.04%,feptx,[kernel.kallsyms],select_task_rq_rt,PHY,LOW PHY,
0.04%,Tpool0_-1,libdfts.so,idft1024,PHY,LOW PHY,
0.04%,Tpool0_-1,nr-softmodem,get_dmrs_freq_idx_ul,PHY,HIGH PHY,
0.04%,feprx,[kernel.kallsyms],do_syscall_64,PHY,LOW PHY,
0.04%,Tpool2_-1,nr-softmodem,nr_rx_pusch,PHY,HIGH PHY,
0.04%,Tpool1_-1,libldpc.so,nrLDPC_bn2cnProcBuf_BG1,PHY,HIGH PHY,LDPC
0.04%,Tpool3_-1,nr-softmodem,fill_ul_rb_mask,PHY,HIGH PHY,
0.04%,Tpool0_-1,libdfts.so,idft256,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],switch_to_thread_stack,PHY,LOW PHY,
0.04%,thread_FH,[kernel.kallsyms],mlx4_en_xmit,PHY,LOW PHY,
0.04%,feptx,libpthread-2.27.so,pthread_cond_wait@@GLIBC_2.3.2,PHY,LOW PHY,
0.04%,thread_FH,nr-softmodem,nr_slot_fep_ul,PHY,LOW PHY,
0.04%,feptx,[kernel.kallsyms],__sched_text_start,PHY,LOW PHY,
0.04%,Tpool2_-1,libdfts.so,idft256,PHY,LOW PHY,
0.04%,Tpool1_-1,libdfts.so,idft1024,PHY,LOW PHY,
0.03%,feprx,nr-softmodem,nr_slot_fep_ul,PHY,LOW PHY,
0.03%,Tpool1_-1,nr-softmodem,get_dmrs_freq_idx_ul,PHY,HIGH PHY,
0.03%,Tpool1_-1,libldpc.so,nrLDPC_cn2bnProcBuf_BG1,PHY,HIGH PHY,LDPC
0.03%,Tpool2_-1,nr-softmodem,gNB_I0_measurements,PHY,LOW PHY,
0.03%,Tpool3_-1,nr-softmodem,get_dmrs_freq_idx_ul,PHY,HIGH PHY,
0.03%,feptx,nr-softmodem,nr_feptx0,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],native_sched_clock,PHY,LOW PHY,
0.03%,Tpool1_-1,nr-softmodem,signal_energy_nodc,PHY,HIGH PHY,
0.03%,thread_FH,[kernel.kallsyms],_raw_spin_lock,PHY,LOW PHY,
0.03%,feptx,nr-softmodem,PHY_ofdm_mod.part.0,PHY,LOW PHY,
0.03%,Tpool2_-1,libdfts.so,idft64,PHY,LOW PHY,
0.03%,thread_FH,nr-softmodem,ru_thread,PHY,LOW PHY,
0.03%,thread_FH,nr-softmodem,rx_rf,PHY,LOW PHY,
0.03%,feptx,[kernel.kallsyms],sys_futex,PHY,LOW PHY,
0.03%,Tpool1_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.03%,Tpool1_-1,libdfts.so,idft64,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],__slab_free,PHY,LOW PHY,
0.03%,thread_FH,libc-2.27.so,epoll_wait,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],cmpxchg_double_slab.isra.33,PHY,LOW PHY,
0.03%,thread_FH,libpthread-2.27.so,__pthread_mutex_lock,PHY,LOW PHY,
0.03%,nr-softmodem,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.03%,pdcp_timer,[kernel.kallsyms],syscall_return_via_sysret,PDCP,,
0.03%,Tpool1_-1,nr-softmodem,nr_rx_pusch,PHY,HIGH PHY,
0.03%,TASK_RRC_GNB,[kernel.kallsyms],do_syscall_64,RRC,,
0.03%,Tpool2_-1,libldpc.so,nrLDPC_bn2cnProcBuf_BG1,PHY,HIGH PHY,LDPC
0.03%,thread_FH,[kernel.kallsyms],ep_send_events_proc,PHY,LOW PHY,
0.03%,Tpool2_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.02%,thread_FH,[kernel.kallsyms],_raw_spin_lock_irqsave,PHY,LOW PHY,
0.02%,feptx,nr-softmodem,nr_feptx_thread,PHY,LOW PHY,
0.02%,PDCP,data,[kernel.kallsyms],PDCP,,
0.02%,thread_FH,[kernel.kallsyms],irq_work_interrupt,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],kmem_cache_free,PHY,LOW PHY,
0.02%,Tpool2_-1,nr-softmodem,get_dmrs_freq_idx_ul,PHY,HIGH PHY,
0.02%,TASK_GTPV1_U,nr-softmodem,gtpv1uTask,NG,,
0.02%,Tpool1_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],entry_SYSCALL_64_after_hwframe,PHY,LOW PHY,
0.02%,feprx,[kernel.kallsyms],_raw_spin_lock,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__tcp_transmit_skb,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],sys_futex,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],dst_release,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],x86_pmu_disable,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],mark_wake_futex,PHY,LOW PHY,
0.02%,Tpool3_-1,libdfts.so,idft1024,PHY,LOW PHY,
0.02%,thread_FH,librfsimulator.so,flushInput,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],native_write_msr,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],tcp_rcv_space_adjust,PHY,LOW PHY,
0.02%,Tpool0_-1,nr-softmodem,nr_pdcch_scrambling,PHY,LOW PHY,
0.02%,TASK_RRC_GNB,[kernel.kallsyms],cpupri_set,RRC,,
0.02%,Tpool0_-1,libdfts.so,idft2048,PHY,LOW PHY,
0.02%,thread_FH,[unknown],0xfffffe000009901b,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,pf_ul,MAC,,
0.02%,Tpool2_-1,libdfts.so,idft1024,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],get_futex_key,PHY,LOW PHY,
0.02%,PDCP,data,libc-2.27.so,PDCP,,
0.02%,Tpool1_-1,nr-softmodem,nr_generate_pbch,PHY,HIGH PHY,
0.02%,Tpool1_-1,libldpc.so,ldpc192_byte,PHY,HIGH PHY,LDPC
0.02%,feptx,[unknown],0xfffffe000006801b,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],__perf_event_task_sched_in,PHY,LOW PHY,
0.02%,feprx,libpthread-2.27.so,pthread_cond_signal@@GLIBC_2.3.2,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],update_curr_rt,PHY,LOW PHY,
0.02%,PDCP,data,libc-2.27.so,PDCP,,
0.02%,thread_FH,libpthread-2.27.so,__pthread_disable_asynccancel,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],decay_load,PHY,LOW PHY,
0.02%,Tpool1_-1,nr-softmodem,polar_encoder_fast,PHY,HIGH PHY,
0.02%,feptx,[kernel.kallsyms],native_irq_return_iret,PHY,LOW PHY,
0.02%,TASK_RRC_GNB,[kernel.kallsyms],_raw_spin_lock,RRC,,
0.02%,thread_FH,[unknown],0xfffffe00000ca01b,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],select_estimate_accuracy,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],dequeue_top_rt_rq,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],tcp_recv_timestamp,PHY,LOW PHY,
0.02%,Tpool3_-1,libdfts.so,idft256,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],entry_SYSCALL_64_stage2,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__rcu_read_unlock,PHY,LOW PHY,
0.02%,feptx,libdfts.so,idft256@plt,PHY,LOW PHY,
0.02%,feprx,libpthread-2.27.so,pthread_cond_wait@@GLIBC_2.3.2,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,nr_generate_dci,PHY,HIGH PHY,
0.02%,thread_FH,[kernel.kallsyms],intel_pmu_disable_all,PHY,LOW PHY,
0.02%,feprx,[kernel.kallsyms],futex_wake,PHY,LOW PHY,
0.02%,thread_FH,libpthread-2.27.so,pthread_cond_wait@@GLIBC_2.3.2,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],inet_recvmsg,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],native_queued_spin_lock_slowpath,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],tcp_v4_do_rcv,PHY,LOW PHY,
0.02%,thread_FH,nr-softmodem,get_samples_slot_timestamp,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],__iowrite64_copy,PHY,LOW PHY,
0.02%,Tpool0_-1,nr-softmodem,nr_generate_pdsch,PHY,HIGH PHY,
0.02%,feptx,[kernel.kallsyms],update_rt_migration,PHY,LOW PHY,
0.02%,thread_FH,nr-softmodem,get_samples_per_slot,PHY,LOW PHY,
0.02%,TASK_RRC_GNB,[kernel.kallsyms],ep_send_events_proc,RRC,,
0.02%,thread_FH,[kernel.kallsyms],ip_finish_output2,PHY,LOW PHY,
0.01%,Tpool0_-1,nr-softmodem,nr_rx_pusch,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_try_coalesce,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__entry_trampoline_start,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,nr_pdcch_scrambling,PHY,LOW PHY,
0.01%,feprx,libdfts.so,dft,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],irq_work_run,PHY,LOW PHY,
0.01%,feptx,libpthread-2.27.so,pthread_cond_signal@@GLIBC_2.3.2,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,libpthread-2.27.so,__pthread_mutex_lock,NG,,
0.01%,feptx,[kernel.kallsyms],futex_wake,PHY,LOW PHY,
0.01%,feptx,nr-softmodem,pthread_mutex_unlock@plt,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],__fget,NG,,
0.01%,thread_FH,[kernel.kallsyms],flush_smp_call_function_queue,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],aa_sk_perm,PHY,LOW PHY,
0.01%,thread_FH,[unknown],0xfffffe000009901e,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],handle_irq_event,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],sock_poll,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],sock_rfree,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],do_futex,PHY,LOW PHY,
0.01%,thread_FH,nr-softmodem,get_dft_size_idx,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],pick_next_task_rt,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,phy_procedures_gNB_uespec_RX,PHY,HIGH PHY,
0.01%,Tpool3_-1,nr-softmodem,pf_dl,MAC,,
0.01%,feprx,[kernel.kallsyms],select_task_rq_rt,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],futex_wake,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],kfree,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],dequeue_rt_stack,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],select_task_rq_rt,PHY,LOW PHY,
0.01%,feptx,libpthread-2.27.so,__pthread_disable_asynccancel,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,nr_fr1_ulsch_preprocessor,MAC,,
0.01%,thread_FH,[kernel.kallsyms],copyout,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],hash_futex,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],__fget,RRC,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],eventfd_poll,RRC,,
0.01%,feptx,libpthread-2.27.so,__pthread_mutex_lock,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_rlc_entity_am_recv_pdu,RLC,,
0.01%,Tpool2_-1,nr-softmodem,signal_energy_nodc,PHY,HIGH PHY,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,Tpool2_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],update_curr_rt,PHY,LOW PHY,
0.01%,thread_FH,libc-2.27.so,__libc_disable_asynccancel,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],skb_release_head_state,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],_raw_spin_unlock_irqrestore,RRC,,
0.01%,Tpool2_-1,nr-softmodem,crc24c,PHY,HIGH PHY,
0.01%,feptx,[kernel.kallsyms],schedule,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,phy_procedures_gNB_TX,PHY,,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],do_csum,NG,,
0.01%,feptx,[kernel.kallsyms],rcu_check_callbacks,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],futex_wait_queue_me,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],__entry_trampoline_start,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],futex_wait,PHY,LOW PHY,
0.01%,feptx,nr-softmodem,get_samples_slot_timestamp,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,nr_pdcch_scrambling,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],entry_SYSCALL_64_after_hwframe,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],skb_set_owner_w,NG,,
0.01%,feptx,[kernel.kallsyms],pick_next_task_fair,PHY,LOW PHY,
0.01%,nr-softmodem,nr-softmodem,nr_feptx_ofdm_2thread,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,nr_rx_pusch,PHY,HIGH PHY,
0.01%,feptx,[kernel.kallsyms],cpumask_next_and,PHY,LOW PHY,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,Tpool1_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.01%,pdcp_timer,[kernel.kallsyms],cpupri_set,PDCP,,
0.01%,Tpool1_-1,nr-softmodem,NR_UL_indication,MAC,,
0.01%,Tpool3_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],schedule,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,nr-softmodem,rrc_gnb_task,RRC,,
0.01%,feprx,[kernel.kallsyms],prepare_exit_to_usermode,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_generate_pbch_dmrs,PHY,HIGH PHY,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,pdcp_timer,[kernel.kallsyms],find_busiest_group,PDCP,,
0.01%,Tpool0_-1,nr-softmodem,nr_schedule_ulsch,MAC,,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],mlx4_en_features_check,NG,,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,Tpool2_-1,nr-softmodem,nr_segmentation,PHY,HIGH PHY,
0.01%,TASK_RRC_GNB,[unknown],0xfffffe00000fb01b,RRC,,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],put_prev_task_rt,RRC,,
0.01%,Tpool0_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],__perf_event_task_sched_in,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,nr_ulsch_decoding,PHY,HIGH PHY,
0.01%,pdcp_timer,[kernel.kallsyms],get_futex_key_refs.isra.11,PDCP,,
0.01%,thread_FH,libpthread-2.27.so,__pthread_mutex_unlock_usercnt,PHY,LOW PHY,
0.01%,thread_FH,libpthread-2.27.so,__lll_lock_wait,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],do_syscall_64,NG,,
