Overhead,Command,Object,Symbol,Layer,Layer2,Layer3
0.98%,feptx,libdfts.so,idft256@plt,PHY,LOW PHY,DFT
0.92%,feptx,libdfts.so,idft512,PHY,LOW PHY,DFT
0.89%,thread_FH,libdfts.so,dft1536,PHY,LOW PHY,DFT
0.79%,thread_FH,libpthread-2.27.so,__pthread_mutex_unlock,PHY,LOW PHY,DFT
0.78%,Tpool2_-1,nr-softmodem,nr_interleaving_ldpc,PHY,HIGH PHY,LDPC
0.76%,thread_FH,[kernel.kallsyms],cpupri_set,PHY,LOW PHY,DFT
0.75%,Tpool1_-1,libldpc.so,ldpc320_byte,PHY,HIGH PHY,LDPC
0.75%,feptx,libdfts.so,idft256,PHY,LOW PHY,DFT
0.75%,thread_FH,[kernel.kallsyms],memset_erms,PHY,LOW PHY,DFT
0.72%,thread_FH,[kernel.kallsyms],__free_pages_ok,PHY,LOW PHY,DFT
0.71%,feprx,libdfts.so,dft1536,PHY,LOW PHY,DFT
0.67%,thread_FH,[kernel.kallsyms],_raw_spin_lock,PHY,LOW PHY,DFT
0.66%,thread_FH,[kernel.kallsyms],__fget,PHY,LOW PHY,DFT
0.63%,Tpool2_-1,libldpc.so,ldpc320_byte,PHY,HIGH PHY,LDPC
0.60%,feptx,libc-2.27.so,__memmove_avx_unaligned_erms,PHY,LOW PHY,DFT
0.60%,Tpool3_-1,libldpc.so,ldpc320_byte,PHY,HIGH PHY,LDPC
0.56%,Tpool0_-1,libldpc.so,nrLDPC_encod,PHY,HIGH PHY,LDPC
0.56%,Tpool0_-1,libldpc.so,ldpc352_byte,PHY,HIGH PHY,LDPC
0.54%,Tpool1_-1,nr-softmodem,rotate_cpx_vector,PHY,HIGH PHY,
0.53%,thread_FH,[kernel.kallsyms],processcompl,PHY,LOW PHY,DFT
0.51%,Tpool3_-1,nr-softmodem,rotate_cpx_vector,PHY,HIGH PHY,
0.47%,feptx,[kernel.kallsyms],syscall_return_via_sysret,PHY,LOW PHY,DFT
0.45%,Tpool0_-1,libldpc.so,ldpc384_byte,PHY,HIGH PHY,LDPC
0.42%,thread_FH,[kernel.kallsyms],native_write_msr,PHY,LOW PHY,DFT
0.39%,thread_FH,[kernel.kallsyms],fput_many,PHY,LOW PHY,DFT
0.38%,feprx,libdfts.so,dft64,PHY,LOW PHY,DFT
0.38%,thread_FH,libdfts.so,dft64,PHY,LOW PHY,DFT
0.35%,thread_FH,[kernel.kallsyms],_raw_spin_unlock_irqrestore,PHY,LOW PHY,DFT
0.34%,thread_FH,[kernel.kallsyms],native_sched_clock,PHY,LOW PHY,DFT
0.34%,thread_FH,[kernel.kallsyms],mutex_unlock,PHY,LOW PHY,DFT
0.33%,thread_FH,[kernel.kallsyms],__slab_free,PHY,LOW PHY,DFT
0.32%,thread_FH,[kernel.kallsyms],proc_do_submiturb,PHY,LOW PHY,DFT
0.30%,Tpool0_-1,libldpc.so,ldpc320_byte,PHY,HIGH PHY,LDPC
0.29%,feprx,libdfts.so,dft256,PHY,LOW PHY,DFT
0.29%,thread_FH,libdfts.so,dft256,PHY,LOW PHY,DFT
0.29%,Tpool1_-1,nr-softmodem,allowed_xlsch_re_in_dmrs_symbol,PHY,HIGH PHY,
0.27%,feprx,libdfts.so,dft512,PHY,LOW PHY,DFT
0.27%,thread_FH,[kernel.kallsyms],__put_user_4,PHY,LOW PHY,DFT
0.24%,thread_FH,[kernel.kallsyms],futex_wake,PHY,LOW PHY,DFT
0.24%,thread_FH,libdfts.so,dft512,PHY,LOW PHY,DFT
0.23%,Tpool0_-1,nr-softmodem,nr_rlc_entity_am_recv_pdu,RLC,,
0.23%,thread_FH,libuhd.so.4.1.0,0x00000000001f59b5,PHY,LOW PHY,DFT
0.23%,thread_FH,[kernel.kallsyms],select_task_rq_rt,PHY,LOW PHY,DFT
0.23%,thread_FH,libuhd.so.4.1.0,0x00000000001f59bf,PHY,LOW PHY,DFT
0.22%,thread_FH,[kernel.kallsyms],__pollwait,PHY,LOW PHY,DFT
0.22%,thread_FH,[kernel.kallsyms],visit_groups_merge,PHY,LOW PHY,DFT
0.21%,thread_FH,libpthread-2.27.so,pthread_cond_timedwait@@GLIBC_2.3.2,PHY,LOW PHY,DFT
0.20%,thread_FH,[kernel.kallsyms],do_sys_poll,PHY,LOW PHY,DFT
0.19%,thread_FH,libusb-1.0.so.0.1.0,libusb_submit_transfer,PHY,LOW PHY,DFT
0.19%,thread_FH,libpthread-2.27.so,pthread_cond_signal@@GLIBC_2.3.2,PHY,LOW PHY,DFT
0.18%,thread_FH,[kernel.kallsyms],mutex_spin_on_owner,PHY,LOW PHY,DFT
0.18%,thread_FH,[kernel.kallsyms],kfree,PHY,LOW PHY,DFT
0.18%,thread_FH,[kernel.kallsyms],mutex_lock,PHY,LOW PHY,DFT
0.17%,thread_FH,[kernel.kallsyms],__kmalloc,PHY,LOW PHY,DFT
0.17%,thread_FH,libc-2.27.so,cfree@GLIBC_2.2.5,PHY,LOW PHY,DFT
0.17%,thread_FH,[kernel.kallsyms],__sched_text_start,PHY,LOW PHY,DFT
0.17%,thread_FH,libc-2.27.so,__GI___ioctl,PHY,LOW PHY,DFT
0.17%,thread_FH,[kernel.kallsyms],usbdev_do_ioctl,PHY,LOW PHY,DFT
0.16%,thread_FH,[kernel.kallsyms],__fget_light,PHY,LOW PHY,DFT
0.16%,thread_FH,[kernel.kallsyms],get_futex_key_refs.isra.10,PHY,LOW PHY,DFT
0.16%,thread_FH,[kernel.kallsyms],newidle_balance,PHY,LOW PHY,DFT
0.16%,thread_FH,[kernel.kallsyms],___slab_alloc,PHY,LOW PHY,DFT
0.16%,thread_FH,[kernel.kallsyms],__x64_sys_futex,PHY,LOW PHY,DFT
0.16%,thread_FH,[kernel.kallsyms],poll_schedule_timeout.constprop.13,PHY,LOW PHY,DFT
0.15%,Tpool3_-1,nr-softmodem,nr_generate_pdsch,PHY,,
0.15%,thread_FH,[kernel.kallsyms],put_pid,PHY,LOW PHY,DFT
0.15%,Tpool0_-1,nr-softmodem,signal_energy_nodc,PHY,HIGH PHY,
0.15%,thread_FH,[kernel.kallsyms],futex_wait_setup,PHY,LOW PHY,DFT
0.15%,thread_FH,[kernel.kallsyms],entry_SYSCALL_64_after_hwframe,PHY,LOW PHY,DFT
0.15%,feptx,[kernel.kallsyms],__perf_event_task_sched_in,PHY,LOW PHY,DFT
0.15%,thread_FH,[kernel.kallsyms],clear_page_erms,PHY,LOW PHY,DFT
0.14%,thread_FH,[kernel.kallsyms],__perf_event_task_sched_out,PHY,LOW PHY,DFT
0.14%,thread_FH,[kernel.kallsyms],usb_free_urb,PHY,LOW PHY,DFT
0.14%,thread_FH,[kernel.kallsyms],intel_map_page,PHY,LOW PHY,DFT
0.14%,thread_FH,[kernel.kallsyms],__x86_indirect_thunk_rax,PHY,LOW PHY,DFT
0.14%,thread_FH,[kernel.kallsyms],dequeue_top_rt_rq,PHY,LOW PHY,DFT
0.14%,thread_FH,[kernel.kallsyms],enqueue_task_rt,PHY,LOW PHY,DFT
0.13%,thread_FH,libusb-1.0.so.0.1.0,0x000000000000d2db,PHY,LOW PHY,DFT
0.13%,thread_FH,[kernel.kallsyms],mark_wake_futex,PHY,LOW PHY,DFT
0.13%,feptx,[kernel.kallsyms],do_syscall_64,PHY,LOW PHY,DFT
0.12%,pdcp_timer,[kernel.kallsyms],do_syscall_64,PDCP,,DFT
0.12%,thread_FH,[kernel.kallsyms],__check_object_size,PHY,LOW PHY,DFT
0.12%,thread_FH,[kernel.kallsyms],schedule,PHY,LOW PHY,DFT
0.12%,thread_FH,[kernel.kallsyms],pick_next_task_dl,PHY,LOW PHY,DFT
0.12%,feprx,libc-2.27.so,__memmove_avx_unaligned_erms,PHY,LOW PHY,DFT
0.12%,thread_FH,[kernel.kallsyms],cpuacct_charge,PHY,LOW PHY,DFT
0.12%,thread_FH,[kernel.kallsyms],x86_pmu_disable,PHY,LOW PHY,DFT
0.11%,thread_FH,[kernel.kallsyms],switch_fpu_return,PHY,LOW PHY,DFT
0.10%,thread_FH,[kernel.kallsyms],resched_curr,PHY,LOW PHY,DFT
0.10%,thread_FH,[kernel.kallsyms],xhci_urb_enqueue,PHY,LOW PHY,DFT
0.10%,thread_FH,[kernel.kallsyms],pick_next_task_fair,PHY,LOW PHY,DFT
0.10%,thread_FH,[kernel.kallsyms],update_rq_clock,PHY,LOW PHY,DFT
0.09%,thread_FH,[kernel.kallsyms],__unqueue_futex,PHY,LOW PHY,DFT
0.09%,thread_FH,libc-2.27.so,_int_malloc,PHY,LOW PHY,DFT
0.09%,TASK_GTPV1_U,[kernel.kallsyms],entry_SYSCALL_64,NG,,DFT
0.09%,thread_FH,[kernel.kallsyms],update_rt_rq_load_avg,PHY,LOW PHY,DFT
0.09%,thread_FH,[kernel.kallsyms],do_futex,PHY,LOW PHY,DFT
0.09%,thread_FH,[kernel.kallsyms],_raw_spin_unlock,PHY,LOW PHY,DFT
0.09%,Tpool3_-1,nr-softmodem,gNB_I0_measurements,PHY,HIGH PHY,
0.09%,thread_FH,[kernel.kallsyms],hash_futex,PHY,LOW PHY,DFT
0.09%,thread_FH,[kernel.kallsyms],futex_wait,PHY,LOW PHY,DFT
0.09%,thread_FH,[kernel.kallsyms],free_async,PHY,LOW PHY,DFT
0.08%,thread_FH,[kernel.kallsyms],event_sched_in.isra.115.part.116,PHY,LOW PHY,DFT
0.08%,thread_FH,[kernel.kallsyms],ctx_sched_in,PHY,LOW PHY,DFT
0.08%,thread_FH,[kernel.kallsyms],perf_pmu_nop_txn,PHY,LOW PHY,DFT
0.08%,thread_FH,[kernel.kallsyms],record_times,PHY,LOW PHY,DFT
0.08%,thread_FH,[kernel.kallsyms],findintfep.isra.20,PHY,LOW PHY,DFT
0.08%,thread_FH,[kernel.kallsyms],put_prev_task_rt,PHY,LOW PHY,DFT
0.08%,TASK_GTPV1_U,[kernel.kallsyms],do_syscall_64,NG,,DFT
0.08%,Tpool0_-1,nr-softmodem,multadd_cpx_vector,PHY,LOW PHY,
0.08%,thread_FH,[kernel.kallsyms],prepare_ring,PHY,LOW PHY,DFT
0.08%,thread_FH,[kernel.kallsyms],usbfs_increase_memory_usage,PHY,LOW PHY,DFT
0.08%,thread_FH,[kernel.kallsyms],__perf_event_task_sched_in,PHY,LOW PHY,DFT
0.08%,Tpool2_-1,nr-softmodem,nr_codeword_scrambling,PHY,HIGH PHY,
0.08%,thread_FH,libuhd.so.4.1.0,uhd::time_spec_t::from_ticks,PHY,LOW PHY,DFT
0.08%,thread_FH,[kernel.kallsyms],perf_swevent_add,PHY,LOW PHY,DFT
0.07%,thread_FH,[kernel.kallsyms],iommu_need_mapping,PHY,LOW PHY,DFT
0.07%,thread_FH,[kernel.kallsyms],perf_event_update_userpage,PHY,LOW PHY,DFT
0.07%,thread_FH,[kernel.kallsyms],_raw_spin_unlock_irq,PHY,LOW PHY,DFT
0.07%,thread_FH,[kernel.kallsyms],__hrtimer_init,PHY,LOW PHY,DFT
0.07%,Tpool0_-1,nr-softmodem,nr_generate_pdsch,PHY,,
0.07%,thread_FH,[kernel.kallsyms],__rcu_read_unlock,PHY,LOW PHY,DFT
0.07%,thread_FH,[kernel.kallsyms],unfreeze_partials.isra.84,PHY,LOW PHY,DFT
0.07%,thread_FH,[kernel.kallsyms],usbdev_poll,PHY,LOW PHY,DFT
0.07%,thread_FH,nr-softmodem,nr_slot_fep_ul,PHY,LOW PHY,DFT
0.07%,thread_FH,[kernel.kallsyms],__x64_sys_ioctl,PHY,LOW PHY,DFT
0.06%,thread_FH,[kernel.kallsyms],deactivate_task,PHY,LOW PHY,DFT
0.06%,thread_FH,[kernel.kallsyms],schedule_hrtimeout_range_clock,PHY,LOW PHY,DFT
0.06%,thread_FH,[kernel.kallsyms],copy_user_generic_unrolled,PHY,LOW PHY,DFT
0.06%,TASK_GTPV1_U,[kernel.kallsyms],__virt_addr_valid,NG,,DFT
0.06%,thread_FH,[kernel.kallsyms],activate_task,PHY,LOW PHY,DFT
0.06%,thread_FH,[kernel.kallsyms],__mutex_lock.isra.10,PHY,LOW PHY,DFT
0.06%,thread_FH,[kernel.kallsyms],usbdev_ioctl,PHY,LOW PHY,DFT
0.06%,thread_FH,nr-softmodem,rx_rf,PHY,LOW PHY,DFT
0.06%,thread_FH,[kernel.kallsyms],wake_up_q,PHY,LOW PHY,DFT
0.06%,thread_FH,[kernel.kallsyms],flexible_sched_in,PHY,LOW PHY,DFT
0.06%,thread_FH,libuhd.so.4.1.0,uhd::time_spec_t::time_spec_t,PHY,LOW PHY,DFT
0.06%,thread_FH,libuhd.so.4.1.0,uhd::transport::vrt::if_hdr_unpack_le,PHY,LOW PHY,DFT
0.06%,thread_FH,[kernel.kallsyms],native_irq_return_iret,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],get_futex_key,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],dequeue_task_rt,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],queue_trb,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],ttwu_do_wakeup,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],read_tsc,PHY,LOW PHY,DFT
0.05%,TASK_RRC_GNB,[kernel.kallsyms],eventfd_read,RRC,,DFT
0.05%,TASK_RRC_GNB,[kernel.kallsyms],perf_event_update_userpage,RRC,,DFT
0.05%,TASK_RRC_GNB,[kernel.kallsyms],pick_next_task_dl,RRC,,DFT
0.05%,thread_FH,[kernel.kallsyms],__fdget,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],current_time,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],usb_submit_urb,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],ktime_get_ts64,PHY,LOW PHY,DFT
0.05%,Tpool3_-1,nr-softmodem,multadd_cpx_vector,PHY,LOW PHY,
0.05%,thread_FH,[kernel.kallsyms],try_to_wake_up,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],pick_next_task_idle,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],xhci_queue_bulk_tx,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],native_queued_spin_lock_slowpath,PHY,LOW PHY,DFT
0.05%,TASK_GTPV1_U,[kernel.kallsyms],psi_task_change,NG,,DFT
0.05%,thread_FH,libc-2.27.so,__libc_calloc,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],ctx_sched_out,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],group_sched_in,PHY,LOW PHY,DFT
0.05%,thread_FH,libuhd.so.4.1.0,0x000000000077fb69,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],do_vfs_ioctl,PHY,LOW PHY,DFT
0.05%,pdcp_timer,[kernel.kallsyms],cpupri_set,PDCP,,DFT
0.05%,thread_FH,[kernel.kallsyms],prepare_transfer,PHY,LOW PHY,DFT
0.05%,thread_FH,libusb-1.0.so.0.1.0,0x0000000000009217,PHY,LOW PHY,DFT
0.05%,thread_FH,[kernel.kallsyms],timestamp_truncate,PHY,LOW PHY,DFT
0.04%,TASK_GTPV1_U,[kernel.kallsyms],__fget,NG,,DFT
0.04%,thread_FH,libpthread-2.27.so,__pthread_disable_asynccancel,PHY,LOW PHY,DFT
0.04%,thread_FH,libusb-1.0.so.0.1.0,0x000000000000441c,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],update_rt_migration,PHY,LOW PHY,DFT
0.04%,Tpool2_-1,libdfts.so,idft1536,PHY,LOW PHY,DFT
0.04%,Tpool2_-1,libldpc.so,ldpc352_byte,PHY,HIGH PHY,LDPC
0.04%,Tpool2_-1,libldpc.so,nrLDPC_encod,PHY,HIGH PHY,LDPC
0.04%,Tpool2_-1,nr-softmodem,multadd_cpx_vector,PHY,LOW PHY,
0.04%,Tpool2_-1,nr-softmodem,nr_get_code_rate_dl,MAC,,
0.04%,TASK_GTPV1_U,[kernel.kallsyms],select_task_rq_rt,NG,,DFT
0.04%,thread_FH,[kernel.kallsyms],lock_hrtimer_base,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],xhci_check_args,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],ksys_ioctl,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],async_getcompleted,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],__x64_sys_poll,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],__free_pages,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],perf_pmu_nop_int,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],copy_urb_data_to_user,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],perf_pmu_nop_void,PHY,LOW PHY,DFT
0.04%,feprx,[kernel.kallsyms],do_syscall_64,PHY,LOW PHY,DFT
0.04%,Tpool3_-1,nr-softmodem,nr_pusch_dmrs_rx,PHY,LOW PHY,
0.04%,Tpool3_-1,nr-softmodem,nr_rlc_manager_get_ue,RLC,,
0.04%,thread_FH,libc-2.27.so,__libc_enable_asynccancel,PHY,LOW PHY,DFT
0.04%,thread_FH,libpthread-2.27.so,__pthread_mutex_cond_lock,PHY,LOW PHY,DFT
0.04%,RLC,queue,[.],RLC,,DFT
0.04%,thread_FH,libusb-1.0.so.0.1.0,0x000000000000d2bd,PHY,LOW PHY,DFT
0.04%,thread_FH,libuhd.so.4.1.0,0x000000000039884f,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],intel_pmu_disable_all,PHY,LOW PHY,DFT
0.04%,TASK_GTPV1_U,libpthread-2.27.so,__pthread_mutex_lock,NG,,DFT
0.04%,thread_FH,[kernel.kallsyms],push_rt_tasks,PHY,LOW PHY,DFT
0.04%,Tpool0_-1,nr-softmodem,ldpc8blocks,PHY,HIGH PHY,LDPC
0.04%,thread_FH,[kernel.kallsyms],put_cpu_partial,PHY,LOW PHY,DFT
0.04%,thread_FH,libpthread-2.27.so,__pthread_mutex_unlock_usercnt,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],__check_heap_object,PHY,LOW PHY,DFT
0.04%,Tpool0_-1,nr-softmodem,rotate_cpx_vector,PHY,HIGH PHY,
0.04%,thread_FH,libpthread-2.27.so,pthread_cond_wait@@GLIBC_2.3.2,PHY,LOW PHY,DFT
0.04%,TASK_RRC_GNB,[kernel.kallsyms],_raw_spin_lock,RRC,,DFT
0.04%,TASK_RRC_GNB,[kernel.kallsyms],psi_task_change,RRC,,DFT
0.04%,TASK_RRC_GNB,[kernel.kallsyms],visit_groups_merge,RRC,,DFT
0.04%,TASK_RRC_GNB,libc-2.27.so,__libc_disable_asynccancel,RRC,,DFT
0.04%,thread_FH,[kernel.kallsyms],wake_q_add_safe,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],usb_hcd_submit_urb,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],__virt_addr_valid,PHY,LOW PHY,DFT
0.04%,thread_FH,nr-softmodem,get_samples_per_slot,PHY,LOW PHY,DFT
0.04%,Tpool2_-1,libldpc.so,nrLDPC_bnProc,PHY,HIGH PHY,LDPC
0.04%,thread_FH,[kernel.kallsyms],tick_sched_timer,PHY,LOW PHY,DFT
0.04%,Tpool1_-1,nr-softmodem,nr_generate_pdsch,PHY,,
0.04%,Tpool1_-1,nr-softmodem,nr_segmentation,PHY,HIGH PHY,
0.04%,TASK_RRC_GNB,[kernel.kallsyms],native_sched_clock,RRC,,DFT
0.04%,thread_FH,[kernel.kallsyms],get_futex_value_locked,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],get_nohz_timer_target,PHY,LOW PHY,DFT
0.04%,thread_FH,[kernel.kallsyms],__rcu_read_lock,PHY,LOW PHY,DFT
0.04%,Tpool1_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.04%,Tpool1_-1,nr-softmodem,nr_sr_reporting,MAC,,
0.04%,thread_FH,libc-2.27.so,__tz_convert,PHY,LOW PHY,DFT
0.03%,TASK_GTPV1_U,libpthread-2.27.so,__pthread_mutex_unlock,NG,,DFT
0.03%,RLC,queue,[k],RLC,,DFT
0.03%,thread_FH,[kernel.kallsyms],__slab_alloc.isra.86,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],plist_add,PHY,LOW PHY,DFT
0.03%,thread_FH,libuhd.so.4.1.0,0x00000000002fd520,PHY,LOW PHY,DFT
0.03%,TASK_RRC_GNB,[kernel.kallsyms],do_syscall_64,RRC,,DFT
0.03%,TASK_RRC_GNB,[kernel.kallsyms],ep_poll_callback,RRC,,DFT
0.03%,thread_FH,[kernel.kallsyms],fpregs_assert_state_consistent,PHY,LOW PHY,DFT
0.03%,RLC,queue,[k],RLC,,DFT
0.03%,thread_FH,[kernel.kallsyms],arch_perf_update_userpage,PHY,LOW PHY,DFT
0.03%,feptx,[kernel.kallsyms],deactivate_task,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],drop_futex_key_refs.isra.15,PHY,LOW PHY,DFT
0.03%,RLC,queue,[k],RLC,,DFT
0.03%,Tpool3_-1,nr-softmodem,nr_est_timing_advance_pusch,PHY,HIGH PHY,
0.03%,TASK_RRC_GNB,[kernel.kallsyms],__x64_sys_read,RRC,,DFT
0.03%,TASK_RRC_GNB,[kernel.kallsyms],ep_poll,RRC,,DFT
0.03%,thread_FH,[kernel.kallsyms],_copy_from_user,PHY,LOW PHY,DFT
0.03%,pdcp_timer,[kernel.kallsyms],_raw_spin_lock,PDCP,,DFT
0.03%,pdcp_timer,[kernel.kallsyms],do_futex,PDCP,,DFT
0.03%,thread_FH,[kernel.kallsyms],timerqueue_add,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],sched_clock,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],push_rt_task,PHY,LOW PHY,DFT
0.03%,TASK_GTPV1_U,[kernel.kallsyms],cpupri_set,NG,,DFT
0.03%,thread_FH,[kernel.kallsyms],dequeue_rt_stack,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],new_slab,PHY,LOW PHY,DFT
0.03%,RLC,queue,[k],RLC,,DFT
0.03%,thread_FH,[kernel.kallsyms],check_preempt_curr,PHY,LOW PHY,DFT
0.03%,thread_FH,libuhd.so.4.1.0,0x00000000001f59ca,PHY,LOW PHY,DFT
0.03%,thread_FH,libc-2.27.so,__memmove_avx_unaligned_erms,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],free_pcppages_bulk,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],usb_hcd_is_primary_hcd,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],__put_user_8,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],get_page_from_freelist,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],update_curr_rt,PHY,LOW PHY,DFT
0.03%,thread_FH,libpthread-2.27.so,__pthread_enable_asynccancel,PHY,LOW PHY,DFT
0.03%,thread_FH,libuhd.so.4.1.0,0x00000000008ef49f,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],prep_new_page,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],fput,PHY,LOW PHY,DFT
0.03%,thread_FH,[vdso],0x00000000000006e8,PHY,LOW PHY,DFT
0.03%,thread_FH,libuhd.so.4.1.0,0x000000000077fe59,PHY,LOW PHY,DFT
0.03%,TASK_GTPV1_U,nr-softmodem,gtpv1uReceiver,NG,,DFT
0.03%,RLC,queue,[k],RLC,,DFT
0.03%,thread_FH,libuhd.so.4.1.0,0x00000000008eeb90,PHY,LOW PHY,DFT
0.03%,RLC,queue,[.],RLC,,DFT
0.03%,thread_FH,[kernel.kallsyms],pick_next_task_rt,PHY,LOW PHY,DFT
0.03%,thread_FH,libc-2.27.so,__poll,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],usb_hcd_map_urb_for_dma,PHY,LOW PHY,DFT
0.03%,thread_FH,[kernel.kallsyms],rb_insert_color,PHY,LOW PHY,DFT
0.03%,TASK_GTPV1_U,[kernel.kallsyms],_raw_spin_lock_irqsave,NG,,DFT
0.02%,feprx,nr-softmodem,get_samples_slot_timestamp,PHY,LOW PHY,DFT
0.02%,thread_FH,[kernel.kallsyms],get_partial_node.isra.85,PHY,LOW PHY,DFT
0.02%,thread_FH,[kernel.kallsyms],sched_clock_cpu,PHY,LOW PHY,DFT
0.02%,TASK_GTPV1_U,[kernel.kallsyms],cyc2ns_read_begin,NG,,DFT
0.02%,thread_FH,[kernel.kallsyms],kmalloc_slab,PHY,LOW PHY,DFT
0.02%,thread_FH,libuhd.so.4.1.0,0x00000000006d37f9,PHY,LOW PHY,DFT
0.02%,PDCP,data,[kernel.kallsyms],PDCP,,DFT
0.02%,thread_FH,[vdso],0x0000000000000747,PHY,LOW PHY,DFT
0.02%,pdcp_timer,[kernel.kallsyms],native_write_msr,PDCP,,DFT
0.02%,feprx,nr-softmodem,nr_slot_fep_ul,PHY,LOW PHY,DFT
0.02%,pdcp_timer,[kernel.kallsyms],psi_task_change,PDCP,,DFT
0.02%,pdcp_timer,nr-softmodem,nr_pdcp_entity_set_time,PDCP,,DFT
0.02%,feprx,[kernel.kallsyms],cpupri_set,PHY,LOW PHY,DFT
